id,name,location,type, price sale ,bathrooms,price
2112,"3-Bedroom House & Lot For Sale at Bel Air Residences Lipa City, Batangas","Bel-Air Residences, Marauoy, Lipa City, Batangas, Philippines Marauoy, Lipa",Sale,,3,"8,210,000"
2113,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"8,228,000"
2114,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"8,229,000"
2115,"4-Bedroom House and lot for sale in Molino III, Bacoor, Cavite RFO","Along Molino Road Molino III, Bacoor",Sale,,3,"8,231,063"
2116,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 141sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"8,237,000"
2117,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 110sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"8,259,000"
2118,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 142sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"8,271,000"
2119,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 162sqm","Aningway Sacatihan, Subic",Sale,,2,"8,277,000"
2120,"5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Ella w/ CB","Longos, Malolos",Sale,,3,"8,298,000"
2121,For Sale Brand New High Ceiling Bungalow House and Lot in Angeles -  near Clark,"Telabastagan, San Fernando",Sale,,2,"8,300,000"
2122,"For Sale Contemporary House in Dau, Mabalacat near Bus Terminal & Airport","Dau, Mabalacat",Sale,,3,"8,300,000"
2123,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 125sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"8,328,000"
2124,"East Fairview House and Lot 3 Bedrooms, 3 Toilet and Bath, Quezon City For Sale","Fairview, Quezon City",Sale,,3,"8,350,000"
2125,"The Villages at Lipa Single Attached 5 Bedroom House For Sale in Lipa, Batangas","Bugtong Na Pulo, Lipa",Sale,,3,"8,365,000"
2126,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 121sqm","Aningway Sacatihan, Subic",Sale,,3,"8,428,000"
2127,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 121sqm","Aningway Sacatihan, Subic",Sale,,3,"8,428,000"
2128,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 158sqm","Aningway Sacatihan, Subic",Sale,,3,"8,434,000"
2129,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 246sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"8,434,000"
2130,"Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite","Biclatan, General Trias",Sale,,2,"8,455,880"
2131,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 163sqm","Aningway Sacatihan, Subic",Sale,,3,"8,463,000"
2132,"House and Lot with 3 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Tanglaw Model","Tugbok, Davao",Sale,,3,"8,500,000"
2133,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 130sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"8,500,000"
2134,"4 Bedroom House for Sale in BF Resort Village, Las Piñas City","Talon Dos, Las Pinas",Sale,,2,"8,500,000"
2135,"4-BR Single-Attached House and Lot in San Miguel, Pasig City","San Miguel, Pasig",Sale,,,"8,500,000"
2136,4 Bedroom Single Attached House for Sale Molino Bacoor Cavite,"Molino III, Bacoor",Sale,,3,"8,500,000"
2137,"Single detach house in Foggy Heights Village, Tagaytay","San Jose, Tagaytay",Sale,,3,"8,500,000"
2138,5 Bedrooms Elegantly Finished 3 Storey Brand new townhouse in Pilar Village Las,"Dona. Pilar Aguirre Ave, 1750 Las Pinas, Philippines Pilar, Las Pinas",Sale,,4,"8,500,000"
2139,"For Sale Residential House and Lot in SSS Village, Marikina City","Concepcion Dos, Marikina",Sale,,1,"8,500,000"
2140,"For Sale 3BR Dream House in Court Yard of Maia Alta, Antipolo","Piazetta Street, The Court Yard of Maia Alta, Dalig, Antipolo City Dalig, Antipolo",Sale,,3,"8,500,000"
2141,Beautiful well maintained House and Lot for sale in Camella Homes Silang,"Buho, Silang",Sale,,3,"8,500,000"
2142,"Townhouse For Sale at Riverside Residences, Santa Lucia, Pasig City","Santa Lucia, Pasig",Sale,,3,"8,530,000"
2143,New Townhouse For Sale - Exclusive Village in Pasig City,"Santa Lucia, Pasig",Sale,,2,"8,530,000"
2144,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 153sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"8,558,000"
2145,3-Bedroom Townhouse For Sale in Las Piñas (walking distance to SM Southmall),"Almanza Uno, Las Pinas",Sale,,2,"8,574,500"
2146,FOR SALE PRE-SELLING TRIPLEX HOUSE AND LOT IN LAS PIÑAS CITY NEAR AT SM SOUTHMAL,"Pilar, Las Pinas",Sale,,3,"8,600,000"
2147,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 132sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"8,608,000"
2148,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"8,686,000"
2149,4BR Beautiful Tuscany Estate Exclusive Subdivision Housefor sale in San Fernando,"Biday, San Fernando",Sale,,3,"8,691,000"
2150,"3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay II, San Jose",Sale,,3,"8,700,000"
2151,"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay II, San Jose",Sale,,3,"8,700,000"
2152,"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay II, San Jose",Sale,,3,"8,700,000"
2153,"For Sale: 4 Bedroom House and Lot in Villagio di Xavier, Biñan, Laguna","Villagio di Xavier Prima Casa , Binan, Laguna Mampalasan, Binan",Sale,,4,"8,700,000"
2154,"Shophouse for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",Sale,,2,"8,723,000"
2155,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 158sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"8,727,000"
2156,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"8,732,000"
2157,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 157sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"8,788,000"
2158,Renovated Modern Two-Storey House and Lot for Sale in UPS 5 Parañaque,"San Isidro, Paranaque",Sale,,3,"8,800,000"
2159,"Prime Location, Modern Living: Stylish Triplex Townhouse Near Skyway","Sun Valley, Paranaque",Sale,,3,"8,800,000"
2160,Elegant & Overlooking Diana House with 3 Bedrooms in Chateau de Paz Subdivision,"Totolan, Dauis",Sale,,3,"8,800,000"
2161,"L-R-1-1134- Acquired Property  for Sale in Lots 329-C-3 and 329-C-1-A, Brgy. Talisay, Calatagan, Batangas","Talisay, Calatagan",Sale,,,"8,825,300"
2162,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 140sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"8,845,000"
2163,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 141sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"8,879,000"
2164,The Elements Brand New Town House in Las Pinas City,"Metrocor-B Homes, Talon 5, Las Pinas City Talon Singko, Las Pinas",Sale,,3,"8,897,000"
2165,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 142sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"8,914,000"
2166,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Carmela","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,2,"8,915,000"
2167,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Carmela","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,2,"8,915,000"
2168,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Elaisa w/ CB 145sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"8,938,000"
2169,RUSH! GREENWOODS PASIG - 4 Bedroom House and Lot with Balcony for Sale,Pasig,Sale,,2,"9,000,000"
2170,Spacious 4 Bedroom with comfort room For Sale - House and Lot in Lapu-Lapu City,"Agus, Lapu-Lapu",Sale,,5,"9,000,000"
2171,"For Sale > Single Detached corner House, St . Francis Homes XI, Biñan Laguna","St. Francis Homes XI, Binan Laguna Canlalay, Binan",Sale,,3,"9,000,000"
2172,"Fully Furnished House and lot For Sale in Taytay, Rizal near SM Taytay",Taytay,Sale,,2,"9,000,000"
2173,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"9,003,000"
2174,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 246sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"9,029,000"
2175,4 Bedroom Brand New Single Detached House for Sale in Dasmariñas Cavite,"Paliparan I, Dasmarinas",Sale,,3,"9,150,000"
2176,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"9,153,000"
2177,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"9,153,000"
2178,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 153sqm","Aningway Sacatihan, Subic",Sale,,3,"9,185,000"
2179,House and Lot For Sale in Marulas Valenzuela,"A. Ponciano St, 1441 Valenzuela, Philippines Marulas, Valenzuela",Sale,,3,"9,200,000"
2180,For Sale Brand New Modern Design Two (2) Storey Triplex House and Lot Parañaque,"Sun Valley, Paranaque, National Capital Region, Philippines Sun Valley, Paranaque",Sale,,3,"9,200,000"
2181,"2-Storey Single Detached, 4 Bedroom House Dasmariñas","Salitran III, Dasmarinas",Sale,,3,"9,270,000"
2182,"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at  75,608.33 monthly amortization","Talaga, Capas",Sale,,2,"9,273,000"
2183,"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at  75,608.33 monthly amortization","Talaga, Capas",Sale,,2,"9,273,000"
2184,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 172sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"9,306,000"
2185,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 158sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"9,370,000"
2186,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 174sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,2,"9,375,000"
2187,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 157sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"9,431,000"
2188,"3-Bedroom Townhouse For Sale in Lancris Premier, Don Bosco, Parañaque City","San Antonio, Paranaque, National Capital Region, Philippines Don Bosco, Paranaque",Sale,,3,"9,488,617"
2189,"Preselling 2-Storey Townhouses in Village East Executive Subdivision, Cainta","Santo Domingo, Cainta",Sale,,3,"9,500,000"
2190,"Preselling 2-Storey Townhouses in Village East Executive Subdivision, Cainta","Santo Domingo, Cainta",Sale,,3,"9,500,000"
2191,"For Sale 4BR 3-Storey Townhouse in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",Sale,,4,"9,500,000"
2192,"4BR 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",Sale,,4,"9,500,000"
2193,"4-Bedroom 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",Sale,,4,"9,500,000"
2194,"House For Sale in Malinta, Valenzuela City","Maple St., St. Jude Subd., Malinta, 1440 Valenzuela, Philippines Malinta, Valenzuela",Sale,,4,"9,500,000"
2195,Brand New Two - Storey House in Angeles City,Angeles,Sale,,3,"9,500,000"
2196,Culiat (Area in Quezon City) near Visayas Avenue 3 Bedroom 2 Storey Townhouse,"Culiat, Quezon City",Sale,,3,"9,500,000"
2197,"Brand New Renovated House for Sale in Pilar Village, Las Piñas City","Pilar, Las Pinas",Sale,,2,"9,500,000"
2198,For Sale: Bungalow Pool Villa House in Angeles City Pampanga,"Balibago, Angeles",Sale,,2,"9,500,000"
2199,For Sale Townhouse/ Duplex New Built in Vista Verde Cainta,"alicante st. visa verde executive village , cainta San Isidro, Cainta",Sale,,3,"9,500,000"
2200,"New Duplex Townhouse For Sale in San Antonio, Parañaque City","San Antonio, Paranaque",Sale,,4,"9,500,000"
2201,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 132sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"9,584,000"
2202,"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 246sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"9,671,000"
2203,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 148sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"9,683,000"
2204,3 Storey Townhouse For Sale in Project 8 nr EDSA Munoz Congressional Quezon City,"Project 8, Quezon City",Sale,,3,"9,700,000"
2205,3 Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Nr Mindanao Avenue,"Tandang Sora, Quezon City",Sale,,4,"9,750,000"
2206,San Juan 4BR Near the Beach  Modern Design House and Lot Package (RFO),"Panicsican, San Juan",Sale,,2,"9,750,000"
2207,"Elegant Duplex House and Lot for Sale in San Mateo, Rizal near Quezon City","Ampid I, San Mateo",Sale,,3,"9,798,000"
2208,"Duplex for Sale in Pilar Village, Las Piñas City, Metro Manila","Pilar, Las Pinas",Sale,,3,"9,800,000"
2209,"4-Bedroom Duplex House and Lot for Sale in Ridgemont, Taytay, Rizal","San Isidro, Taytay",Sale,,3,"9,800,000"
2210,Ready for Occupancy Modern Townhouse,"Bucao St., Nia Village Tandang Sora , Quezon City Tandang Sora, Quezon City",Sale,,3,"9,800,000"
2211,Clean Title Brand New House and Lot For Sale in Baliuag 5 Bedroom 2 Car Garage,"Along Calle Rizal, Brgy Sta Barbara Baliuag City Bulacan Santa Barbara, Baliuag",Sale,,3,"9,800,012"
2212,"5BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SA150","Bugtong Na Pulo, Lipa",Sale,,3,"9,841,000"
2213,"Single Attached House 3 Storey for Sale in West Fairview, Quezon City","Carnation, 1118 Quezon City, Philippines Fairview, Quezon City",Sale,,5,"9,850,000"
2214,3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,"Tandang Sora, Quezon City",Sale,,4,"9,850,000"
2215,3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,"Tandang Sora, Quezon City",Sale,,4,"9,850,000"
2216,"3 Bedrooms ; 2 T&B ; Carport and Balcony For Sale, Dasmariñas","Paliparan II, Dasmarinas",Sale,,2,"9,913,000"
2217,2-Storey Townhouse Unit with 6 Bedrooms for Sale in Quezon City (RFO),"Fairview, Quezon City",Sale,,4,"9,930,000"
2218,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 172sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"9,948,000"
2219,Brand New House 3 BED ROOMS in Antipolo City,"Cupang, Antipolo",Sale,,3,"9,970,700"
2220,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 132sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"9,987,000"
2221,"For sale: 5 bedroom House in San Luis, Baguio City","San Luis Village, Baguio City, Cordillera Administrative Region, Philippines San Luis Village, Baguio",Sale,,3,"10,000,000"
2222,"Brand New, Semi-furnished Modern House and Lot in San Fernando, Pampanga","Telabastagan, San Fernando",Sale,,3,"10,000,000"
2223,"For Sale: 3 Bedroom House and Lot in Katarungan Village, Muntinlupa","Poblacion, Muntinlupa",Sale,,4,"10,000,000"
2224,"Duplex House For Sale in Dumaguete, Negros Oriental -  10M",Dumaguete,Sale,,4,"10,000,000"
2225,"4 Bedrooms House and Lot for Sale in Cebu City, Cebu - Clean Title",Cebu,Sale,,1,"10,000,000"
2226,"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 174sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"10,017,000"
2227,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 133sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"10,022,000"
2228,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ella 246sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"10,050,000"
2229,"For Sale 5BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"10,061,000"
2230,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 176sqm","Aningway Sacatihan, Subic",Sale,,3,"10,082,000"
2231,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 176sqm","Aningway Sacatihan, Subic",Sale,,3,"10,082,000"
2232,Futura Homes House and Lot for Sale in San Pedro Laguna,"San Pedro, San Pablo",Sale,,2,"10,125,900"
2233,"Futura Homes San Pedro | 3BR Iris House and Lot for Sale in San Pedro, Laguna | Futura by Filinvest","San Vicente Rd. San Vicente, San Pedro",Sale,,2,"10,152,900"
2234,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"10,159,000"
2235,"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 142sqm","Aningway Sacatihan, Subic",Sale,,3,"10,185,000"
2236,4-Bedroom House For Sale at Bel Air Residences Lipa (Athena),"Marauoy, Lipa",Sale,,3,"10,210,000"
2237,"4BR 3-Storey Duplex House for Sale at Palmera Homes 1 in Novaliches, Quezon City","Brgy. Sta. Monica Novaliches, Quezon City",Sale,,4,"10,280,000"
2238,Modern and Elegant Townhouse for Sale at New Haven Village in Quezon City,"Kaligayahan, Quezon City",Sale,,3,"10,280,000"
2239,2 Car Garage New Heaven Villas Townhouse for Sale near Landers,"Kaligayahan, Quezon City",Sale,,3,"10,280,000"
2240,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"10,354,000"
2241,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 143sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"10,367,000"
2242,4BR Brand New Duplex House with Overlooking View for sale in Taytay,"San Juan, Taytay",Sale,,3,"10,400,000"
2243,"L-R-1-472- Acquired Property for Sale in Lot 3797-D, Brgy. Magtaquing / Paitan, San Carlos City, Pangasinan - Retail","Paitan-Panoypoy, San Carlos",Sale,,,"10,400,000"
2244,"RFO 3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Jade","Longos, Malolos",Sale,,2,"10,413,000"
2245,"Newly Renovated 2 Storey House and Lot for Sale in Cainta, Rizal","San Isidro, Cainta",Sale,,3,"10,500,000"
2246,READY FOR OCCUPANCY 4- bedroom single house and lot for sale in Cebu City,"Bacayan, Cebu",Sale,,3,"10,500,000"
2247,Timeless-Designed Single Detached House and Lot at Don Antonio Heights,"Holy Spirit, Quezon City",Sale,,2,"10,500,000"
2248,4 Bedroom with 3 parking House and Lot For Sale near Davao International Airport,"Priscilla Estates Cabantian, Davao",Sale,,3,"10,500,000"
2249,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 217sqm","Aningway Sacatihan, Subic",Sale,,3,"10,501,000"
2250,"House and 2 Lots Package for sale (RFO) in Tuscany Estate, San Fernando","Biday, San Fernando",Sale,,2,"10,542,000"
2251,5BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Greta 143sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"10,575,000"
2252,"For Sale 2 Storey with balcony, 2BR ; 1 MBR ; 1Extra Room Living, Dasmariñas","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan II, Dasmarinas",Sale,,3,"10,646,000"
2253,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 154sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"10,653,000"
2254,"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City","Santa Monica, Quezon City",Sale,,3,"10,670,517"
2255,"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City","Santa Monica, Quezon City",Sale,,3,"10,670,517"
2256,For sale House and Lot with 4 bedrooms Pre-Selling in San Jose del Monte,"Sapang Palay, San Jose del Monte",Sale,,3,"10,674,000"
2257,"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Elaisa","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"10,692,000"
2258,"For Sale: Brand New 4-Bedroom House & Lot in Mabalacat, Pampanga","Atlu-Bola, Mabalacat",Sale,,2,"10,700,000"
2259,"2 Storey, 2 Bedroom, House & Lot @ Praverde Residences in Dasmariñas, Cavite","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan I, Dasmarinas",Sale,,3,"10,746,000"
2260,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 143sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"10,748,000"
2261,"3 Bedroom House and Lot For Sale in Southdale Nuvali, Laguna, Preselling","Nuvali Blvd, 4026 Santa Rosa, Philippines Canlubang, Calamba",Sale,,2,"10,762,500"
2262,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 176sqm","Aningway Sacatihan, Subic",Sale,,3,"10,770,000"
2263,Advance Construction 5-Bedrooms House and Lot near Koronadal New Public Terminal,"Robredo Street San Isidro, Koronadal",Sale,,3,"10,793,502"
2264,"Aldea Grove Estates 3 Bedroom House and Lot for Sale in Angeles, Pampanga","Aldea Grove Estate Angeles Pampanga Mining, Angeles",Sale,,2,"10,810,000"
2265,"Affordable House and Lot For Sale near Ayala Alabang, Muntinlupa City","Alabang, Muntinlupa",Sale,,3,"10,840,000"
2266,"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana Combo 204sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"10,863,000"
2267,"For Sale Two (2) Storey Townhouse with Roofdeck in Cupang, Antipolo","21 Stirrup St., Rancho Estate 2 Subd., Cupang, Antipolo City Concepcion Dos, Marikina",Sale,,3,"10,900,000"
2268,"2 Storey Single Detached House and Lot For Sale in Dasmariñas, Cavite","Sampaloc II, Dasmarinas",Sale,,4,"10,900,000"
2269,"3 Bedroom Townhouse with Garage in Nia Village, Quezon City","Tandang Sora, Quezon City",Sale,,3,"10,900,000"
2270,"80 sqm Lot with 3 Bedrooms near Congressional, Quezon City","Congressional Avenue, Quezon City",Sale,,1,"10,900,000"
2271,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,3,"10,956,000"
2272,Ready for occupancy RFO single detached house and lot dasmarinas near la salle,"Salitran III, Dasmarinas",Sale,,3,"10,980,000"
2273,Ready For Occupancy House For Sale in Dasmariñas Cavite. Near La Salle Cavite,"Salitran I, Dasmarinas",Sale,,3,"10,980,000"
2274,"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 161sqm","MacArthur Hwy Anonas, Urdaneta",Sale,,3,"10,987,000"
2275,For sale Beautiful House and Lot in Carcar! Spacious and Overlooking,"Perrelos, Carcar",Sale,,3,"11,000,000"
2276,"3 Bedroom House for Sale with Spacious Lot in Angeles City, Pampanga","Pulung Maragul, Angeles",Sale,,2,"11,000,000"
2277,"3 Bedroom Townhouse for Sale in AFPOVAI, Taguig","Western Bicutan, Taguig",Sale,,3,"11,000,000"
2278,House And Lot For Sale In Dumaguete City,"Bagacay, Dumaguete City, Central Visayas, Philippines Bagacay, Dumaguete",Sale,,4,"11,000,000"
2279,"House and Lot For Sale in Sulodpan, Bacong, Negros Oriental.","Bacong, Central Visayas, Philippines Sulodpan, Bacong",Sale,,3,"11,000,000"
2280,Brand New Beautiful House For Sale In Banawa Cebu City,"Banawa, Cebu",Sale,,3,"11,000,000"
2281,"L-R-1-693- Acquired Property for Sale in Lot 1, Block 1, Via Romania St., Roma - Citta Italia, Brgy. Molino, Bacoor City, Cavite - Retail","Molino III, Bacoor",Sale,,,"11,058,400"
2282,"4 Bedroom House and Lot for Sale at The Fountain Grove, Bacolod City","Talisay, Estefania, Bacolod City, Negros Occidental Matab-Ang, Talisay",Sale,,3,"11,129,760"
2283,"3BR Brand New House and Lot for Sale in Havila Township, Antipolo City","Dalig, Antipolo",Sale,,3,"11,160,100"
2284,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,3,"11,245,000"
